mip;stdip;ekip;sip;mc;stdc;ekc;sc;target
86,22;53.08335684;0.972317854;0.341129365;139.6145485;101.0907789;-0.612073279;-1.548335256;0
81,94;35.63108501;0.896465308;3.3318637;3.505016722;18.93018704;6.877126304;57.21234667;0
65,07;47.29366098;1.457665248;3.180849425;39.44732441;72.11873386;1.59027261;1.004465099;0
31,51;50.32503665;3.407176389;10.56814086;50.03762542;62.76227449;1.508049573;1.452347975;1
65,80;46.20510648;2.289090852;6.235282913;20.37207358;51.02207394;2.94169165;8.457182359;1
95,99;37.4565365;0.464600541;2.155718727;0.95819398;12.08525698;15.61924689;274.3190807;1
87,16;40.56144593;0.509886945;1.690115143;6.370401338;26.77137367;4.568810015;22.14886813;0
81,05;39.38628001;0.664244647;1.942166365;3.739966555;25.50339556;7.519670043;58.42153033;0
41,38;39.76532723;3.802018452;16.05622183;23.66053512;55.42796537;2.451976243;5.164108329;1
80,64;56.30882124;1.481006321;1.95213608;27.80769231;63.85544771;2.179749782;3.354892112;1
76,52;37.64492503;0.857257553;2.773205048;1.805183946;17.41264888;10.93680598;127.8741213;0
90,34;44.2945181;0.524308874;0.472682426;19.2867893;51.10078107;2.597692703;5.612991902;0
85,67;46.69868664;1.084527824;1.100296625;109.5752508;82.2437351;-0.090484833;-1.401876872;0
85,52;36.69404006;0.73314856;2.476574339;1.95735786;18.37346734;10.4034065;114.392908;0
84,80;42.76426271;0.737207209;1.028279665;1.005852843;12.100228;15.9737358;291.1461423;0
42,02;33.02708757;3.6688856;19.64800538;87.90468227;86.47995077;0.259049282;-1.504341473;1
53,79;30.06208481;3.231805376;18.01165504;30.67056856;67.75205759;1.97295785;2.336556152;1
46,17;36.15831279;3.294612925;13.59033242;14.00501672;43.68747295;3.424030632;11.5640852;1
37,30;41.06579298;3.653733848;13.72233338;51.10618729;64.88992167;1.338573283;1.060299728;1
87,57;46.19332399;0.686262126;1.266967738;6.010869565;29.84139875;5.182647685;26.71224184;0
84,74;40.00727397;1.368956989;3.812073222;5.736622074;32.04731081;5.9796027;36.14797519;1
69,21;36.15237984;2.602622367;11.03299416;11.81354515;41.38266061;3.902658237;15.15191981;1
91,83;34.11174408;1.446682068;5.265288542;3.741638796;25.31736958;7.23510061;53.58207362;1
50,61;35.50203215;3.667239216;16.4699669;11.73578595;39.9579891;3.982307101;16.36454974;1
23,73;31.60658663;5.485040455;31.87704369;32.78177258;57.9005609;2.020024126;3.614699199;1
73,60;37.38928236;1.97830008;7.076542863;5.881270903;30.21748287;5.758598016;33.90977932;1
94,77;46.44359556;0.703894987;0.719807426;2.153846154;14.24063655;10.83716744;145.8505458;0
35,07;39.30672326;4.522658784;21.06357501;27.60535117;61.69331397;2.014948043;2.496918796;1
22,52;30.84132383;5.701812939;34.57422517;74.82692308;71.16992463;0.803085933;-0.138984649;1
88,73;40.67222541;0.600866079;1.123491692;1.178929766;11.4687196;14.26957284;252.5673058;0
93,57;46.69811352;0.53190485;0.416721117;1.636287625;14.54507425;10.6217484;131.3940043;0
99,37;41.57220208;1.547196967;4.154106043;27.55518395;61.71901588;2.20880796;3.662680136;1
95,87;42.05992212;0.326386917;0.803501794;1.83277592;12.24896949;11.249331;177.2307712;0
99,91;43.91949797;0.475728501;0.781486196;0.619565217;9.440975862;20.1066391;475.680218;0
95,33;44.66789069;0.386495074;0.755115427;2.694816054;17.9985973;9.094177089;97.80243629;0
83,68;36.37928102;0.572531753;2.66461052;4.0409699;23.16912864;7.006681423;53.51400467;0
27,77;28.66604164;5.770087392;37.4190088;73.11287625;62.07021971;1.268206006;1.082920221;1
87,52;51.76343189;1.070588903;0.74283956;15.67809365;50.90591579;3.141187931;8.440045483;0
23,63;29.94865398;5.688038235;35.98717152;146.5685619;82.39462399;-0.274901598;-1.121848281;1
94,59;35.77982308;1.187308683;3.68746932;6.071070234;29.76039993;5.318766827;28.69804799;1
70,02;35.28067478;1.157657193;4.546692371;3.003344482;19.57538355;7.954436097;71.96015886;0
97,14;47.77089438;0.625218075;0.740796144;4.193143813;26.46526062;6.927045631;49.62852693;0
96,68;41.39952702;0.586678289;0.820224746;2.044314381;17.27702312;9.450599023;97.26764676;0
82,70;38.00747447;0.887823559;2.544943671;1.641304348;13.15851135;11.09366793;155.0446602;0
35,16;30.2377138;4.20347482;24.4866906;34.10117057;62.57739528;1.890020282;2.57213265;1
94,08;43.12982027;0.332038232;0.808409927;5.234113712;27.28130505;5.642595986;32.92813083;0
80,99;34.28932416;0.717615197;4.001233511;2.663879599;17.38143975;8.123202382;76.32992616;0
97,91;42.03087172;0.370333744;0.59410482;1.530100334;16.10162948;11.75689076;146.9822525;0
84,04;38.94395058;0.668006651;1.586057512;1.793478261;13.49457928;11.43353195;161.9078326;0
81,93;34.51770008;0.829346377;3.887459323;3.349498328;20.12947035;8.304477763;79.76471417;0
90,97;41.60790518;0.729465117;1.211588181;1.897993311;14.79264583;10.41870697;128.7548875;0
91,88;48.02001536;0.700846109;0.728237097;1.60451505;12.48744974;11.53089265;174.1931918;0
86,56;38.67225063;0.580635737;2.591600394;5.989966555;29.64787606;5.325813648;28.9446805;0
18,12;29.29766978;6.446705558;44.60158751;50.10785953;66.32182537;1.456423391;1.335181593;1
89,76;46.55352197;0.645350043;0.768414622;2.067725753;13.48080247;9.744522201;129.34482;0
99,49;41.25511258;0.33931681;0.874420009;4.846153846;29.47105734;6.477662421;42.36337684;0
44,87;45.69333429;2.888739412;8.810672554;176.1195652;59.73772038;-1.785376578;2.940913427;1
26,92;34.5110058;4.709838436;24.24740042;183.6229097;79.93281529;-1.326647481;0.346712101;1
93,20;39.42365236;0.607771238;1.659607875;1.671404682;15.25578628;11.91119641;163.4059665;0
94,76;39.5272347;0.785765911;1.43736579;2.275919732;15.65629332;9.990955631;122.0353982;0
99,42;48.40835565;0.668631921;0.851637884;2.12541806;11.47708154;11.54130826;207.6310958;0
97,56;35.16029143;0.438211171;2.142149919;2.939799331;19.07838227;8.49720378;81.17969182;0
84,27;38.39997454;0.662578662;1.778425245;2.984113712;16.69029062;8.407608491;86.91303647;0
97,77;47.58154429;0.408923366;0.216219451;2.142976589;13.6332318;9.589984998;125.445808;0
48,24;36.49202526;2.935560303;10.88874578;41.5041806;62.89781076;1.472488674;1.305269046;1
82,88;39.13131361;0.779404515;2.205462374;0.988294314;13.81288708;15.17524002;240.0273283;0
93,60;34.55234703;0.703073859;3.038797852;2.193979933;18.76845795;9.199617063;88.63984058;0
83,97;32.78693945;0.972955394;4.940514989;1.638795987;11.93460301;12.15731657;199.3218792;0
80,34;37.6984908;0.713377421;2.33490766;1.577759197;12.40009468;11.76194108;180.0012011;0
92,17;36.28255206;0.411622306;2.199315462;0.387123746;8.525378291;25.46306919;703.2621278;0
83,53;42.52167416;0.581761011;1.230802536;3.428093645;17.79643383;7.050441726;61.66259441;0
11,82;37.25826955;5.340501841;28.65597499;146.7257525;75.39944935;-0.29078496;-1.219306736;1
87,44;35.86274834;0.752855077;2.549712659;1.949832776;13.20329181;10.37167159;143.2738838;0
59,43;45.39250413;2.175946915;5.660024859;16.4590301;47.31947735;3.084529416;8.940259466;1
88,25;39.04604653;0.57152249;1.47049275;4.650501672;25.66972355;6.217865152;40.9873884;0
70,67;38.18501616;0.754771387;2.649724403;4.408026756;22.74478298;6.091345229;40.9731114;0
87,18;33.27476371;0.832323467;4.07861041;6.0409699;26.80661253;4.997010294;26.6342542;0
94,02;38.20697434;0.487858357;1.312127246;1.610367893;13.73258799;11.24840725;150.1956715;0
88,44;37.81177685;0.689215581;2.035293755;2.415551839;18.02795281;8.828613361;86.79989428;1
87,49;48.58915711;1.08793288;1.226100829;13.48076923;42.15783527;3.052826039;8.164593538;0
93,25;34.98950736;0.783981208;3.03771548;2.067725753;17.13592898;9.422644494;96.80477764;0
81,12;34.88297872;0.760898864;3.660842118;2.733277592;16.79887706;8.08768427;78.7640511;0
99,91;42.72916659;0.273128997;1.437221072;1.813545151;13.58016643;10.15685338;133.1339317;0
99,29;47.39134816;0.702001099;1.042189754;1.627090301;14.68008008;10.99141172;139.5509004;1
20,35;25.77171107;7.024644815;56.11297239;70.51254181;65.47230523;1.102049947;0.782055998;1
99,20;58.71719288;0.685979219;-0.382127219;1.198996656;16.69695061;14.0346739;195.5508102;0
96,28;40.43376866;0.518182208;1.584536791;2.0409699;12.95654535;10.75799587;155.2134131;0
98,39;38.09060628;0.181846828;1.328352909;2.64632107;15.26245842;8.322596611;90.98396033;0
94,21;37.19955736;0.473575091;1.919946723;2.740802676;21.10781467;8.834994264;80.83527699;0
78,58;35.77394508;0.89044175;3.463751701;1.952341137;13.99391541;10.2533319;132.5447885;0
95,63;37.74379088;0.748273254;1.905309133;1.738294314;12.70652422;11.43935618;170.9179508;0
84,18;35.2152829;0.711290907;3.251486661;2.188963211;19.00205266;9.319661759;89.97886356;0
81,92;37.05540813;0.734606908;2.742743228;1.62458194;12.46830219;11.86918524;184.4690652;0
97,06;47.27409273;0.278467144;0.435716882;0.553511706;9.586325582;20.63675832;475.9621349;0
97,09;51.29541088;0.327920382;-0.093807865;6.795150502;28.61070753;4.682471015;23.6831281;0
87,09;39.17948031;0.676410762;1.846017995;2.677257525;18.32139267;8.939713643;91.94974803;0
98,06;43.70654091;0.321597583;0.926466995;2.141304348;14.50767066;9.952468275;125.3959599;0
23,67;31.17769369;5.157291159;30.3466079;69.51086957;62.25601782;1.346742515;1.18128119;1
47,48;36.88452936;3.298800061;12.12951179;24.3812709;55.06566573;2.495798577;5.598441147;1
97,09;48.40542285;0.649224503;0.491307218;5.063545151;28.42815227;5.979687067;36.30006742;1
12,20;31.2170725;5.926254772;36.8500351;98.86789298;77.91638134;0.156919399;-1.081045933;1
80,14;34.42626504;1.697879018;6.213363906;7.822742475;38.34193567;5.048003598;24.8022771;1
96,59;45.06549528;0.698521955;0.68107138;2.537625418;14.76989919;8.783182183;102.5476156;0
34,66;34.03703804;4.53987547;23.64058131;39.85785953;68.72288055;1.722660161;1.888185042;1
98,70;50.92266787;0.205752506;-0.305033667;3.93812709;22.37405145;7.135389787;56.7966612;0
80,52;54.07618538;1.390950312;1.282291873;66.31187291;77.54995516;0.870147339;-0.478375944;1
23,98;30.68615943;5.452668529;32.17644209;88.47073579;65.77738106;0.623538239;0.044306412;1
55,19;35.72677349;2.206251292;8.562220145;32.5083612;59.49815851;1.812744178;2.443437229;1
38,58;49.80612559;3.425779498;10.73943582;115.3687291;80.90212712;0.001685044;-1.125589807;1
81,30;35.7564589;0.81894401;2.961375717;3.241638796;17.86598116;7.088581396;63.70093706;0
74,25;40.62653843;1.581929463;3.703968084;10.81939799;41.9128634;4.136097276;16.55925567;1
98,39;46.65770207;0.41240313;0.315738766;2.39548495;14.40491647;9.175932448;111.7958742;0
98,20;43.0103655;0.095885261;0.513077879;1.284280936;13.78324029;13.02087074;193.1033645;0
92,24;40.92041554;0.529596865;1.420313207;1.845317726;17.15774696;10.29460887;112.887963;0
87,09;40.54492634;0.689507136;1.978205814;4.02006689;25.08489796;7.055696033;52.73233816;0
87,75;38.20462996;0.851328242;2.376165789;2.226588629;15.08209404;9.076638729;102.7323589;0
90,03;37.77109045;0.506701507;1.751755867;1.509197324;12.666711;11.56865577;171.5292411;0
58,44;47.26963051;2.148539156;4.683292326;55.52006689;74.83821189;1.13811631;-0.027805804;1
80,59;36.78451557;0.922692871;2.774061355;0.602006689;10.21248151;20.69703128;462.77531;0
27,52;30.95610926;4.677046419;25.86510517;32.05183946;59.16230147;2.024630589;3.334317226;1
44,80;30.17303209;4.735203756;27.96010082;30.69314381;61.82819804;2.156630767;3.773395708;1
66,46;33.33234689;1.350135352;6.575053453;1.7909699;12.28704019;11.37866393;178.338734;0
90,37;46.99698645;0.598654819;0.939849408;5.459866221;26.81160386;5.570131987;33.10949221;0
97,11;45.69946567;0.592627924;0.939486993;5.673076923;24.48279672;5.22440789;30.59883234;0
99,13;50.46579906;0.6230989;0.669232513;1.64548495;16.38366523;11.88734253;153.1602005;0
96,44;42.65683379;0.588320542;1.246781457;9.024247492;39.44269261;4.460895519;19.11613138;0
81,60;44.27935817;0.760394919;1.211753003;2.762541806;15.54733203;7.963526918;84.5723625;0
78,88;52.10746108;1.359362275;1.989513159;3.743311037;22.59206724;6.747833659;49.52374023;0
45,09;28.60955847;4.156460264;26.19820242;34.56521739;67.78224722;1.872009904;2.171717456;1
83,36;34.93760831;0.770642411;3.047239246;1.439799331;15.81722172;12.08712904;152.9470044;1
96,53;35.62169667;0.510013768;2.273396138;1.740802676;12.15093376;11.44176342;184.0322005;0
78,27;42.30848105;1.573735534;3.974569639;8.524247492;34.89387035;4.646499866;22.48076807;1
85,91;37.41770919;0.515743858;2.18767011;2.180602007;14.55249378;10.82346945;147.3985372;0
87,24;38.58771382;0.561931793;1.843568379;3.102842809;19.876297;7.452943287;61.92557628;0
95,03;38.48456214;0.387463026;1.583800289;2.834448161;15.40461048;7.85754174;83.87005489;0
88,38;39.69810313;0.605808524;1.551891228;2.587792642;18.8068821;8.501898124;78.43766674;0
78,05;44.6946775;1.555123382;3.749351741;137.4874582;83.12858644;-0.625662006;-0.92402117;1
87,24;42.00088282;0.422191748;1.034822541;2.602842809;17.71660857;8.81931303;88.84119931;0
96,11;54.26443275;0.262166959;-0.279495211;3.890468227;24.03263269;6.886791484;50.49464156;0
95,65;51.38634149;0.504099149;0.040843966;1.382943144;13.7836427;12.5012145;176.1854296;0
95,89;37.23494544;0.358574424;1.630684003;1.598662207;12.91551392;11.56180461;170.3121896;0
74,98;38.17547168;0.846327898;2.613272979;1.295986622;13.86561219;12.73800734;180.8712481;0
90,84;40.58204986;0.595021791;1.265456957;1.078595318;11.50805346;14.36137755;249.416104;0
96,38;43.49373538;0.696004323;1.008207786;3.201505017;20.61537476;7.768643631;67.67832258;0
97,33;39.04426762;0.676250676;1.479031318;3.903010033;19.94387504;6.789342277;54.90478942;0
79,39;42.81340955;1.145118177;2.686750256;1.219063545;14.89956918;13.82027085;202.644499;0
94,48;64.09416472;0.73565444;-0.341452976;4.62458194;32.21038228;6.980556562;46.95336301;0
57,87;35.14509458;3.392913848;14.63329698;24.85702341;57.36983632;2.549469547;5.703453999;1
18,77;45.88785317;3.575489014;12.36521482;147.6220736;66.28125676;-0.376736874;-0.90735235;1
74,63;75.86716095;0.834879565;-0.838742472;67.62374582;81.19988903;0.998824799;-0.311267309;0
85,86;35.06260793;0.837685965;3.158829791;1.857859532;14.12112664;10.58036423;136.8835851;0
96,95;35.61992494;0.551851658;2.333916069;פוג.75;19.03065319;8.233221891;75.56914246;0
92,24;46.57583636;0.423120369;0.054761413;3.93812709;23.26327832;6.53149376;45.26890259;0
99,47;46.09059311;0.436304644;0.599340643;1.505852843;11.30413246;12.87486965;232.1420717;0
85,12;36.17851164;0.475873112;2.818428144;1.544314381;13.49751158;12.10382996;173.3217939;0
92,87;35.38766803;0.360011081;2.469954248;3.501672241;16.71877854;6.791857884;62.72734703;0
96,28;42.72293323;0.424916113;0.796946966;1.173076923;13.62386423;13.45525234;198.2059999;0
76,49;38.12274503;0.750548583;2.556619255;לאנ.25;22.3891967;7.711294113;62.91636669;0
98,13;51.83311562;0.278747284;-0.2143049;2.593645485;20.55941125;9.221708243;88.25036284;0
97,66;37.75609171;0.50220694;1.463230585;4.147157191;23.35447542;6.596141467;47.89062702;0
97,63;42.73226972;0.263152946;0.588864521;2.698160535;17.14613649;9.561854792;110.3631705;0
92,47;37.78949455;0.647792775;2.055608449;0.864548495;11.98340745;15.35544717;256.4241567;1
88,82;35.44437402;0.587368709;2.739090736;1.423913043;11.92269119;12.51105098;204.1305461;0
79,87;40.15387806;0.61486468;1.828323799;2.071906355;15.47243249;10.00121862;118.0389886;0
94,39;37.35895023;0.484445748;2.071257302;3.320234114;16.41875585;7.386259642;72.79385559;0
99,10;39.73738791;0.584018176;1.526071034;2.837792642;17.63572622;8.82301218;91.82589998;0
92,83;38.19381277;0.505959162;1.561033631;4.086120401;23.57656937;6.604373801;45.77572044;0
94,78;48.03806068;0.444129595;0.199480766;0.498327759;9.282765194;22.75314203;561.9678538;0
92,85;34.66538481;0.365849246;2.849070432;3.206521739;20.35524776;7.255771745;60.29126679;0
99,70;44.12612594;0.562796637;0.944100565;3.513377926;24.01944561;7.416725164;57.05353532;0
96,49;43.94403331;0.499402046;0.989876125;2.037625418;17.57719017;10.73064832;126.2633036;0
54,74;32.33763435;3.345038285;16.48487023;32.77424749;59.42004441;1.821401637;2.44146281;1
93,27;41.93176831;0.525499459;1.110687994;5.739130435;30.48463905;5.696015565;32.77404781;0
97,94;41.5310031;0.754290769;1.719454864;1.489966555;14.02127145;11.48722528;151.0448645;0
19,41;46.19109887;3.705014294;13.04605745;96.02842809;61.41001406;0.610825109;-0.194554797;1
80,97;37.88303081;0.776930779;2.457622502;1.336120401;13.40646027;12.39316855;175.8943427;0
37,25;30.95132267;4.43751256;25.24357093;73.23494983;82.84329093;0.864999317;-0.616193394;1
93,41;44.1472036;0.738613669;1.282839132;1.27090301;13.82620952;13.13942309;192.7012898;0
92,29;46.16802741;0.44332141;0.284898075;2.238294314;19.56681987;9.854371439;101.9330536;0
83,14;36.78946316;0.919900696;3.227861054;2.857859532;16.52630001;8.124413751;83.1701685;0
86,79;35.42457929;0.774474405;2.834748065;2.18812709;16.36106683;10.12114049;117.9822559;0
68,10;34.94836366;2.10780892;8.442367704;5.709866221;31.01071025;5.862879274;34.59967467;1
35,62;33.15237574;5.168639905;29.04602353;58.40635452;69.24761995;1.093188772;0.323029453;1
92,65;47.56567661;0.720715132;0.776395866;1.883779264;15.30538753;10.81342962;139.3109049;0
96,84;44.5265787;0.472147645;0.781350407;2.463210702;15.34833506;9.062014117;103.2747769;0
93,40;34.24163672;0.594230756;2.798017121;2.069397993;13.8265425;10.08134312;132.0364407;0
97,69;53.74109665;0.655981731;0.409275055;5.296822742;28.38120857;5.968260579;37.51681142;0
97,38;37.45434721;0.509851827;1.487418318;3.504180602;21.21093653;7.174457316;56.5738003;0
92,38;44.86718614;0.680791972;0.893112398;4.43729097;22.65511926;6.463431694;47.45672384;0
99,46;50.47677411;0.636294102;0.716470956;1.674749164;14.78051453;12.46033263;178.242323;0
98,81;41.04489729;0.608383032;1.332003818;5.149665552;24.56596828;5.509803186;32.59624456;0
95,29;47.04006808;0.411826466;0.50311606;4.890468227;23.73887085;6.239235941;44.17721975;0
64,75;37.355346;2.700921964;9.75913666;33.52006689;63.08915308;1.852955233;2.402569575;1
92,77;47.72188551;1.001202445;1.361122525;43.40050167;74.42784636;1.405874814;0.430680187;1
74,52;34.35408099;1.863238661;7.586409245;5.974916388;31.30726522;5.486881071;29.91894199;1
74,82;36.10822136;0.875454157;3.472457601;3.946488294;23.3218103;6.723389254;49.03287832;0
93,61;39.70658682;1.030164248;2.659003465;1.839464883;14.80150656;11.29258252;151.9269175;0
88,62;47.6778121;0.508645353;0.246340314;1.935618729;16.50017844;10.73973776;125.9475072;0
71,78;33.99079322;1.201375688;5.057366508;2.47993311;18.06210297;9.96680916;114.9804969;0
82,05;59.29814876;1.202599271;0.727364174;0.289297659;7.4488166;33.4897547;1140.353233;0
94,39;42.36342659;0.714160259;1.979993268;1.861204013;15.14983581;9.610887394;107.9334905;0
98,30;36.66089525;0.658723525;2.102054726;3.003344482;19.5649161;8.580805276;83.21087782;0
94,41;35.42587493;0.357497289;2.414477642;1.465719064;13.89544073;11.90624204;162.0812028;0
92,02;45.62602471;0.431141955;0.358870301;3.011705686;18.63722127;7.871640508;72.214506;0
99,68;44.75260705;0.331855864;0.169071803;1.77173913;12.87535708;11.91994389;177.5985156;0
79,64;32.94164689;0.981903415;4.951839322;1.407190635;10.89838663;13.98517336;268.7939096;0
99,66;47.3729283;0.533407446;0.172520534;0.735785953;10.771669;17.49573097;342.8707015;0
98,57;45.06950944;0.349156883;0.853318645;1.815217391;13.49266378;10.80026393;146.393325;0
80,20;36.29014143;0.785636466;3.040664384;2.694816054;16.5066017;8.746164374;91.94737641;0
97,85;40.72431895;0.545522272;1.151478349;2.72993311;17.05405944;8.284555671;83.06011627;0
74,15;40.88705668;0.72926244;1.70782494;2.807692308;22.84815679;8.841502581;80.67025381;0
71,77;37.22088099;1.136979828;3.445463078;2.600334448;17.99388971;8.205497693;76.10069275;0
73,06;36.01014397;0.951943714;3.864943349;2.622909699;17.40139281;8.33970748;82.19914897;0
83,14;39.0999789;0.478936343;1.565910234;0.481605351;8.813877935;23.31369153;613.7747235;0
89,27;45.91342309;0.681846899;1.22500651;2.79180602;20.35662727;8.385930928;76.18247242;0
79,11;39.61498974;0.684276621;1.646754522;2.974080268;17.03964972;8.607001076;91.98973038;0
88,17;39.33631222;0.542460917;1.674873849;1.837792642;15.66994791;10.27139683;117.5376832;0
42,35;44.29527871;3.175923998;10.1211675;36.95568562;65.24427121;1.794145535;2.209126978;1
95,27;45.7703992;0.524977018;0.841960227;2.593645485;19.59784883;8.765387759;82.61026504;0
87,11;40.43653097;0.656423218;1.437604011;1.18812709;10.77726268;14.97911032;289.3189647;0
96,41;35.04272556;0.361015398;2.391446134;1.319397993;12.87728257;12.67390134;187.3686969;0
57,40;44.95524508;2.638749728;7.709672575;59.05016722;85.54686852;1.141041449;-0.250511785;1
95,47;44.5354384;0.377170999;0.30787026;5.795986622;30.93833846;5.588421488;30.80519094;0
95,06;37.06555637;0.712978301;2.624365869;1.70819398;12.5305366;10.93660632;164.2882527;0
94,55;44.63005213;0.727884362;0.87834695;2.556020067;15.23053741;8.426591091;92.70769844;0
98,51;48.30696056;0.269911829;-0.03221039;2.052675585;13.99987104;10.14418917;129.9246609;0
61,03;39.23266685;2.215447877;6.493572277;16.41304348;50.75424391;3.275554212;9.831332507;1
82,20;36.47202682;0.651793668;2.608428668;3.015050167;16.832932;7.461255652;70.16540412;0
90,07;46.31316356;1.409969609;3.038750015;3.030936455;17.28687362;8.303035615;82.62758841;1
78,46;37.63224647;0.761065718;2.51642616;2.241638796;17.16599964;8.768598663;85.6935325;0
85,84;39.09292565;0.644002347;1.754021675;1.193979933;13.05605988;13.95621135;223.6619506;0
71,10;36.01016346;1.036178671;4.089472643;0.77006689;9.052973439;20.81186881;534.7929561;0
32,63;30.0702303;6.007009546;40.50146538;27.67809365;60.52603206;2.345499272;4.566227882;1
85,85;44.2664323;0.68404926;1.101966369;2.290133779;16.98687088;8.818010824;89.0111496;0
69,23;42.41912975;2.010625143;5.760894094;12.01839465;44.85330601;3.963575589;14.94381867;1
89,39;37.67692314;0.49190633;1.864368281;3.419732441;20.0748452;7.550974698;64.83361415;0
58,15;39.40338061;2.40403726;7.933314587;30.61371237;60.97807555;1.903758041;2.445592609;1
95,77;43.60609984;0.900140778;1.57913225;1.489966555;16.50293578;11.9329675;148.1495697;0
83,38;37.5266824;0.606270094;2.52160106;1.476588629;12.91664635;11.9481964;174.9137902;0
83,88;43.17551389;0.721663137;1.517343046;2.933110368;19.35361505;8.55802382;82.08791866;0
76,16;41.19739781;0.836710833;1.725350249;1.744983278;12.22726612;11.98834031;192.2063497;0
96,70;42.72268107;0.481746908;0.806312499;3.775919732;18.28174946;6.569441016;55.32852734;0
59,35;76.78445784;1.53630905;0.73669556;0.636287625;10.56698593;21.01723189;466.1354566;0
84,85;39.85287196;0.561780715;1.29622791;3.922240803;21.74259895;6.774843453;51.05833856;0
87,52;35.2929668;0.637397745;2.816726796;1.455685619;11.35158157;12.87882264;229.8486463;0
84,47;37.91704298;0.585512772;2.010289024;3.584448161;19.4143878;6.721415138;53.13353864;0
86,17;36.57998714;0.87713708;2.855509306;0.546822742;10.04739512;20.26352817;440.5005443;0
66,40;35.14908868;1.301729651;5.290771735;1.102842809;10.49734599;15.29506931;309.5344499;0
99,68;51.39308283;0.510868943;-0.402029118;5.703177258;23.60997939;5.285568185;32.43965916;0
99,24;45.5961803;0.427962777;0.517627994;5.524247492;26.30294147;5.651644287;34.60415875;0
98,94;41.09188446;0.671937556;1.380749625;5.20819398;28.33275696;6.0115036;36.92593021;0
97,91;40.60969664;0.391609855;1.50591983;1.006688963;12.34468548;14.4627527;233.6748525;0
74,45;36.83045177;0.805892764;3.315108;1.469063545;15.36288624;12.27231821;164.452585;0
46,57;29.19778555;4.654369547;29.26685;21.29180602;56.49477704;2.739057795;6.384247223;1
99,02;46.7609387;0.251837665;0.172399833;5.331939799;29.28785776;6.063041918;37.83999618;0
